Barangay,House Type,Lot Area (sqm),Floor Area (sqm),Number of Floors,Bedroom,Bathroom,Garage,Year Built,Price (PHP),Price Growth Rate,Market Price,Market Price Growth Rate
Dalig,Townhouse,294,92,2,6,1,3,2022,3413291.36,3.76,10239874.08,200.00%
Mambugan,Single-Family Home,371,81,3,5,2,0,2022,5486405.91,3.79,16459217.73,200.00%
San Jose (Poblacion),Townhouse,202,83,3,3,3,3,2015,4190306.75,2.98,12570920.25,200.00%
San Roque (Poblacion),Townhouse,382,141,2,4,2,0,2015,4791010.39,3.91,14373031.17,200.00%
San Juan,Duplex,368,228,2,4,3,0,2014,7054994.97,2.54,21164984.91,200.00%
Mayamot,Townhouse,209,235,1,5,3,0,2022,3419804.28,5.16,10259412.84,200.00%
Mayamot,Bungalow,389,159,1,3,4,2,2017,2270730.56,3.02,6812191.68,200.00%
Bagong Nayon,Townhouse,154,193,1,4,4,0,2014,3184061.28,3.65,9552183.84,200.00%
Inarawan,Duplex,187,146,3,3,1,0,2018,8140781.67,5.56,24422345.01,200.00%
San Jose (Poblacion),Townhouse,341,141,3,5,4,1,2019,3408116,5.62,10224348,200.00%
San Roque (Poblacion),Duplex,301,180,1,2,2,2,2014,5374556.41,5.78,16123669.23,200.00%
Cupang,Townhouse,247,134,1,2,4,3,2013,2046323.48,4.48,6138970.44,200.00%
Dalig,Townhouse,207,170,3,3,1,0,2021,2740726.69,5.52,8222180.07,200.00%
Cupang,Single-Family Home,275,153,1,5,4,0,2013,3828137.87,5.19,11484413.61,200.00%
Cupang,Townhouse,282,190,2,3,1,0,2013,8340689.12,5.89,25022067.36,200.00%
Mayamot,Duplex,288,280,1,2,4,0,2017,6756769.18,5.03,20270307.54,200.00%
San Isidro (Poblacion),Single-Family Home,367,170,1,2,3,2,2018,6227128.99,4.3,18681386.97,200.00%
San Luis,Townhouse,348,81,1,2,2,1,2013,3176479.17,5.85,9529437.51,200.00%
Inarawan,Townhouse,234,256,3,6,1,0,2014,4352622.49,3.08,13057867.47,200.00%
Inarawan,Bungalow,187,141,1,4,1,0,2019,3107645.02,2.62,9322935.06,200.00%
Mayamot,Duplex,209,86,2,2,1,2,2022,2429892.53,5.42,7289677.59,200.00%
Santa Cruz,Single-Family Home,190,178,1,4,2,2,2016,2415073.18,5.06,7245219.54,200.00%
San Roque (Poblacion),Duplex,185,145,3,6,2,0,2017,8474107.48,4.22,25422322.44,200.00%
Beverly Hills,Duplex,256,157,1,6,3,2,2021,3443655.67,5.57,10330967.01,200.00%
Dela Paz (Poblacion),Single-Family Home,320,201,3,4,2,0,2013,9976181.74,4.73,29928545.22,200.00%
Beverly Hills,Single-Family Home,168,219,2,2,2,2,2020,4716331.8,3.5,14148995.4,200.00%
Mayamot,Bungalow,179,197,1,3,1,2,2015,9567859.9,4.37,28703579.7,200.00%
Mambugan,Single-Family Home,360,217,2,3,4,3,2017,9431974.4,4.9,28295923.2,200.00%
Bagong Nayon,Bungalow,351,173,1,5,1,1,2019,4689579.44,2.38,14068738.32,200.00%
San Jose (Poblacion),Townhouse,157,149,3,4,4,2,2020,6382138.19,5.54,19146414.57,200.00%
Muntindilaw,Single-Family Home,238,164,1,6,3,2,2020,9061549.5,2.17,27184648.5,200.00%
San Luis,Duplex,311,188,2,6,3,0,2022,5814737.45,3.85,17444212.35,200.00%
Inarawan,Townhouse,299,98,1,3,3,2,2018,6872629,3.34,20617887,200.00%
Calawis,Duplex,237,144,3,5,3,0,2017,5597871.67,5.63,16793615.01,200.00%
Inarawan,Duplex,310,119,1,5,4,0,2017,5051181.2,2.17,15153543.6,200.00%
Dela Paz (Poblacion),Bungalow,385,113,1,4,2,3,2018,6783872.87,3.25,20351618.61,200.00%
Calawis,Duplex,257,104,1,5,1,3,2018,5098684.99,5.5,15296054.97,200.00%
Muntindilaw,Single-Family Home,386,125,3,4,4,0,2016,2359009.23,3.65,7077027.69,200.00%
Mambugan,Bungalow,214,88,1,6,2,2,2017,6344093,4.43,19032279,200.00%
Calawis,Townhouse,300,232,3,3,4,2,2016,4038850.71,4.65,12116552.13,200.00%
Muntindilaw,Bungalow,232,89,1,3,3,0,2013,6392983.95,5.01,19178951.85,200.00%
Muntindilaw,Townhouse,166,175,2,3,2,3,2014,7843787.28,5.88,23531361.84,200.00%
San Isidro (Poblacion),Duplex,381,262,2,2,3,2,2022,9686477.15,2.9,29059431.45,200.00%
Calawis,Duplex,221,251,3,6,2,1,2018,8675035.36,4.27,26025106.08,200.00%
Calawis,Single-Family Home,353,80,3,3,1,0,2016,4512057.93,5.62,13536173.79,200.00%
Mayamot,Duplex,247,249,3,6,3,0,2015,8627552.47,5.75,25882657.41,200.00%
San Jose (Poblacion),Townhouse,261,173,3,6,3,2,2013,6957914.54,3.07,20873743.62,200.00%
Muntindilaw,Duplex,230,85,3,5,2,0,2018,6476222.84,4.99,19428668.52,200.00%
Cupang,Townhouse,318,96,1,3,3,2,2020,2316448.85,4.5,6949346.55,200.00%
Muntindilaw,Bungalow,301,110,1,6,4,2,2014,5006498.55,4.9,15019495.65,200.00%
Mayamot,Single-Family Home,205,155,1,6,2,1,2018,6104796.87,5.17,18314390.61,200.00%
Mambugan,Bungalow,331,164,1,4,2,3,2015,5262155.94,5.96,15786467.82,200.00%
Beverly Hills,Single-Family Home,365,234,1,5,4,1,2016,3210738.21,5.85,9632214.63,200.00%
Bagong Nayon,Duplex,355,100,1,2,1,3,2021,2366031.85,2.47,7098095.55,200.00%
Dalig,Townhouse,162,271,3,5,2,0,2021,5673982.03,2.5,17021946.09,200.00%
San Luis,Duplex,184,106,2,6,2,1,2020,2023229.25,5.04,6069687.75,200.00%
Inarawan,Bungalow,396,209,1,2,3,0,2022,8304068.02,4.22,24912204.06,200.00%
San Jose (Poblacion),Townhouse,219,110,1,4,3,2,2014,5752090.55,4.91,17256271.65,200.00%
Bagong Nayon,Single-Family Home,340,83,2,2,4,1,2021,5664790.28,2.38,16994370.84,200.00%
Beverly Hills,Duplex,241,155,1,4,2,2,2022,9070431.55,4.54,27211294.65,200.00%
San Roque (Poblacion),Townhouse,201,272,1,5,4,2,2022,9202619.67,2.16,27607859.01,200.00%
Mambugan,Duplex,205,212,1,4,4,3,2021,8338484.4,5.1,25015453.2,200.00%
San Isidro (Poblacion),Single-Family Home,345,80,3,2,1,2,2016,3278069.68,5.99,9834209.04,200.00%
Inarawan,Duplex,263,234,2,6,1,0,2017,7276200.76,2.71,21828602.28,200.00%
Muntindilaw,Single-Family Home,287,188,1,4,3,2,2021,3603477.66,5.61,10810432.98,200.00%
San Roque (Poblacion),Townhouse,275,217,1,5,1,0,2021,4306288.1,5.73,12918864.3,200.00%
Bagong Nayon,Townhouse,189,88,1,6,3,2,2020,4741707.5,3.51,14225122.5,200.00%
Calawis,Townhouse,194,235,3,4,4,0,2018,5288562.04,2.86,15865686.12,200.00%
Cupang,Bungalow,193,99,1,2,4,2,2018,8411666.02,3.07,25234998.06,200.00%
Bagong Nayon,Bungalow,245,204,1,4,4,3,2013,3085920.12,5.26,9257760.36,200.00%
Mambugan,Bungalow,292,196,1,4,1,1,2014,8537549.38,4.67,25612648.14,200.00%
San Luis,Single-Family Home,151,220,2,4,2,2,2021,8861877.94,4.28,26585633.82,200.00%
Muntindilaw,Duplex,242,210,1,5,2,0,2016,8978398.13,5.07,26935194.39,200.00%
Calawis,Townhouse,253,218,2,3,4,3,2016,6915894.03,5.85,20747682.09,200.00%
Muntindilaw,Duplex,176,108,3,3,3,0,2016,5956361.42,2.15,17869084.26,200.00%
San Luis,Bungalow,163,152,1,3,3,0,2013,3948655.81,5.93,11845967.43,200.00%
San Isidro (Poblacion),Single-Family Home,261,263,1,2,1,3,2013,9375435.3,3.28,28126305.9,200.00%
San Jose (Poblacion),Single-Family Home,173,185,3,4,4,1,2020,8495628.27,4.95,25486884.81,200.00%
Santa Cruz,Bungalow,230,147,1,6,3,0,2020,6756391.15,2.8,20269173.45,200.00%
Muntindilaw,Duplex,381,237,3,2,1,1,2014,5099674.98,4.57,15299024.94,200.00%
Cupang,Single-Family Home,315,216,2,6,2,2,2020,6118531.93,4.26,18355595.79,200.00%
San Juan,Bungalow,187,131,1,6,4,0,2016,9892845.63,3.97,29678536.89,200.00%
Santa Cruz,Bungalow,158,234,1,3,1,3,2017,7139788.24,4.62,21419364.72,200.00%
San Juan,Single-Family Home,267,143,3,2,4,1,2020,9521796.86,4.78,28565390.58,200.00%
Santa Cruz,Townhouse,348,200,3,2,1,1,2018,2593450.29,5.88,7780350.87,200.00%
Bagong Nayon,Single-Family Home,258,218,1,5,1,0,2015,7554389.06,3.63,22663167.18,200.00%
Beverly Hills,Townhouse,386,160,1,4,1,2,2017,4718834.81,3.57,14156504.43,200.00%
Cupang,Single-Family Home,161,161,1,5,2,0,2020,9704322.93,2.09,29112968.79,200.00%
Dela Paz (Poblacion),Duplex,332,193,3,5,2,1,2019,6915567,2.71,20746701,200.00%
Muntindilaw,Single-Family Home,380,146,2,4,1,1,2020,8531495.57,2.5,25594486.71,200.00%
San Juan,Bungalow,306,221,1,4,1,2,2021,8496051.26,3.51,25488153.78,200.00%
Mambugan,Single-Family Home,245,178,1,3,4,0,2014,2249664.51,4.27,6748993.53,200.00%
Dalig,Single-Family Home,175,179,3,2,3,0,2014,3432723.78,5.35,10298171.34,200.00%
Dalig,Townhouse,157,227,1,2,2,0,2014,2393418.37,3.05,7180255.11,200.00%
Inarawan,Bungalow,376,161,1,5,1,2,2014,3102327.3,3.18,9306981.9,200.00%
Inarawan,Single-Family Home,330,81,2,6,2,0,2013,5389054.66,5.58,16167163.98,200.00%
Bagong Nayon,Single-Family Home,164,277,1,6,3,0,2020,9798349.62,4.52,29395048.86,200.00%
Santa Cruz,Single-Family Home,233,164,1,4,1,3,2016,5127268.85,2.58,15381806.55,200.00%
San Jose (Poblacion),Single-Family Home,205,161,1,6,4,2,2017,6190828.7,5.2,18572486.1,200.00%
Calawis,Duplex,165,278,1,2,1,0,2021,2068585.06,2.98,6205755.18,200.00%
Inarawan,Single-Family Home,187,274,3,4,3,2,2019,3116006.3,2.58,9348018.9,200.00%
Santa Cruz,Townhouse,294,147,3,6,1,1,2020,5387494.79,4.14,16162484.37,200.00%
San Isidro (Poblacion),Townhouse,393,192,3,3,2,1,2015,8735315.03,5.64,26205945.09,200.00%
Calawis,Duplex,185,180,1,3,4,3,2021,7042284.15,5.47,21126852.45,200.00%
San Jose (Poblacion),Duplex,326,251,2,4,3,1,2013,7100490.79,2.9,21301472.37,200.00%
San Luis,Bungalow,296,108,1,4,3,1,2017,5974832.44,5.58,17924497.32,200.00%
San Isidro (Poblacion),Duplex,319,191,3,4,4,1,2019,2490571.55,4.88,7471714.65,200.00%
Bagong Nayon,Single-Family Home,321,97,3,5,2,3,2020,9940832.67,3.38,29822498.01,200.00%
Dela Paz (Poblacion),Townhouse,241,92,3,5,2,1,2014,3657832.09,2.59,10973496.27,200.00%
San Isidro (Poblacion),Duplex,299,219,3,3,3,2,2018,7367197.28,4.2,22101591.84,200.00%
Cupang,Bungalow,310,113,1,5,2,3,2014,2125360.99,5.32,6376082.97,200.00%
Inarawan,Duplex,363,139,1,5,4,0,2018,9439366.16,4.69,28318098.48,200.00%
Mayamot,Bungalow,333,249,1,2,3,1,2017,3048715.55,3.68,9146146.65,200.00%
San Isidro (Poblacion),Single-Family Home,258,244,2,3,4,1,2015,2285919.59,3.83,6857758.77,200.00%
Muntindilaw,Single-Family Home,286,191,3,5,3,0,2015,4456660.5,5.15,13369981.5,200.00%
Muntindilaw,Duplex,398,280,1,6,3,0,2016,2321566.31,4,6964698.93,200.00%
Santa Cruz,Duplex,373,96,2,6,2,0,2022,8406664.39,2.99,25219993.17,200.00%
Beverly Hills,Duplex,215,164,2,4,3,0,2016,4528634.71,2.3,13585904.13,200.00%
San Roque (Poblacion),Single-Family Home,297,191,2,5,3,3,2013,5792405.72,4.18,17377217.16,200.00%
Muntindilaw,Single-Family Home,338,86,2,4,2,1,2018,9184450.23,5.24,27553350.69,200.00%
Inarawan,Duplex,232,158,2,6,1,2,2013,3796747.3,5.81,11390241.9,200.00%
Dalig,Single-Family Home,321,150,3,4,2,1,2022,5607460.69,5.89,16822382.07,200.00%
Mayamot,Duplex,371,197,3,5,2,3,2022,3377006.65,2.59,10131019.95,200.00%
San Isidro (Poblacion),Duplex,305,228,1,5,4,0,2013,7472081.8,5.55,22416245.4,200.00%
Bagong Nayon,Duplex,165,174,3,6,1,2,2013,2625148.75,4.61,7875446.25,200.00%
Mayamot,Bungalow,186,170,1,2,2,0,2016,9899875.93,5.35,29699627.79,200.00%
San Isidro (Poblacion),Bungalow,253,140,1,6,3,2,2016,4912216.46,4.57,14736649.38,200.00%
Mambugan,Bungalow,202,244,1,3,1,3,2022,4915778.67,2.48,14747336.01,200.00%
Beverly Hills,Single-Family Home,374,160,2,2,2,0,2017,3654490.17,3.28,10963470.51,200.00%
Dalig,Bungalow,277,89,1,5,1,2,2021,3904132.67,5.99,11712398.01,200.00%
San Isidro (Poblacion),Single-Family Home,343,203,3,2,4,3,2014,8154999.12,3.77,24464997.36,200.00%
San Luis,Townhouse,315,259,3,4,3,3,2019,2418884.63,4.44,7256653.89,200.00%
San Juan,Single-Family Home,251,191,2,5,2,0,2016,5820832.14,2.49,17462496.42,200.00%
Muntindilaw,Single-Family Home,379,238,1,6,2,3,2020,7476867.91,2.77,22430603.73,200.00%
Beverly Hills,Bungalow,278,181,1,5,1,0,2015,5830961.31,2.36,17492883.93,200.00%
Calawis,Bungalow,296,249,1,3,4,0,2018,8422619.9,4.3,25267859.7,200.00%
Mayamot,Bungalow,164,139,1,2,1,2,2014,5321334.27,3.03,15964002.81,200.00%
San Juan,Townhouse,311,180,3,5,1,1,2017,6839706.17,5.59,20519118.51,200.00%
Mayamot,Single-Family Home,309,99,1,5,3,3,2019,6871640.9,3.29,20614922.7,200.00%
San Luis,Duplex,306,153,3,4,2,2,2019,4888899.09,2.03,14666697.27,200.00%
Santa Cruz,Duplex,151,240,1,3,2,0,2014,2499048.07,5.68,7497144.21,200.00%
Beverly Hills,Single-Family Home,373,145,2,6,2,3,2022,3595904.45,4.51,10787713.35,200.00%
Dalig,Townhouse,183,166,2,5,4,1,2016,8248460.24,3.4,24745380.72,200.00%
Santa Cruz,Bungalow,222,188,1,3,1,1,2021,6649606.35,5.42,19948819.05,200.00%
Calawis,Single-Family Home,226,259,3,4,3,1,2021,2197421.28,4.82,6592263.84,200.00%
Mayamot,Bungalow,390,148,1,4,4,1,2013,5385887.92,3.4,16157663.76,200.00%
Inarawan,Duplex,231,166,3,2,1,3,2016,6008612.26,4.65,18025836.78,200.00%
Inarawan,Townhouse,305,208,2,6,4,0,2020,5239995.55,4.68,15719986.65,200.00%
Mambugan,Bungalow,234,109,1,2,4,2,2016,7324911.5,5.57,21974734.5,200.00%
Dela Paz (Poblacion),Single-Family Home,335,190,1,4,3,3,2022,5614371,3.27,16843113,200.00%
Cupang,Single-Family Home,287,196,3,3,1,0,2022,4616625.78,5.3,13849877.34,200.00%
San Juan,Bungalow,236,137,1,3,2,1,2016,2182460.45,2.19,6547381.35,200.00%
San Jose (Poblacion),Duplex,264,144,3,4,3,1,2017,9745362.64,2.42,29236087.92,200.00%
San Roque (Poblacion),Townhouse,199,206,2,2,2,0,2017,5979856.83,4.79,17939570.49,200.00%
Calawis,Townhouse,237,121,1,6,4,3,2021,3198179.5,3.7,9594538.5,200.00%
Mambugan,Single-Family Home,355,214,1,2,1,3,2016,9748570.72,5.9,29245712.16,200.00%
Mambugan,Townhouse,385,98,1,3,1,1,2018,8762348.18,4.37,26287044.54,200.00%
Mayamot,Duplex,274,192,1,5,4,1,2017,8969334.61,3.16,26908003.83,200.00%
San Roque (Poblacion),Bungalow,284,124,1,6,1,0,2017,4374294.57,3.56,13122883.71,200.00%
Beverly Hills,Duplex,222,236,2,2,4,0,2013,2479556.83,3.95,7438670.49,200.00%
Muntindilaw,Single-Family Home,376,265,1,5,2,1,2022,9097398.09,3.85,27292194.27,200.00%
Calawis,Duplex,283,132,2,5,2,2,2014,9374827.67,3.41,28124483.01,200.00%
Inarawan,Townhouse,224,234,1,4,3,0,2013,2699037.36,2.81,8097112.08,200.00%
Mayamot,Single-Family Home,363,218,3,4,2,0,2022,9685923.92,5.36,29057771.76,200.00%
San Roque (Poblacion),Bungalow,152,263,1,6,1,3,2020,2871063.93,2.97,8613191.79,200.00%
Mambugan,Single-Family Home,282,268,1,5,1,1,2013,4746689.27,3.01,14240067.81,200.00%
San Luis,Townhouse,153,116,1,5,2,2,2021,5310457.37,4.73,15931372.11,200.00%
Beverly Hills,Duplex,371,248,3,2,4,3,2015,6611773.14,3.71,19835319.42,200.00%
San Jose (Poblacion),Bungalow,314,280,1,2,3,0,2014,7873501.7,4.76,23620505.1,200.00%
San Isidro (Poblacion),Bungalow,156,223,1,3,1,2,2018,6442057.8,5.14,19326173.4,200.00%
San Luis,Single-Family Home,220,122,3,5,4,3,2014,2376324.07,2.12,7128972.21,200.00%
San Jose (Poblacion),Bungalow,173,231,1,6,1,2,2014,3422233.54,2.47,10266700.62,200.00%
Beverly Hills,Townhouse,322,95,1,5,4,1,2016,4323435.96,5.53,12970307.88,200.00%
Mambugan,Bungalow,186,199,1,4,1,0,2021,8871321.73,4.57,26613965.19,200.00%
Muntindilaw,Townhouse,231,244,3,3,4,1,2016,7352267.55,5.49,22056802.65,200.00%
Beverly Hills,Townhouse,252,276,2,2,1,2,2016,7203933.49,2.26,21611800.47,200.00%
Calawis,Single-Family Home,175,119,3,6,2,3,2021,5235705.57,5.39,15707116.71,200.00%
Mayamot,Duplex,196,170,3,3,3,2,2017,4095779.65,5.16,12287338.95,200.00%
Santa Cruz,Single-Family Home,296,227,2,5,2,1,2016,5207615.87,5.65,15622847.61,200.00%
Muntindilaw,Single-Family Home,227,262,1,5,1,3,2019,8907861.52,4.7,26723584.56,200.00%
Santa Cruz,Duplex,237,266,1,6,2,1,2013,3810678.89,5.56,11432036.67,200.00%
Inarawan,Townhouse,304,123,3,4,1,2,2019,8051541.43,3.6,24154624.29,200.00%
Mambugan,Duplex,375,268,2,6,4,2,2022,5817769.42,5.45,17453308.26,200.00%
San Luis,Single-Family Home,280,133,1,5,3,1,2016,6971668.79,3.04,20915006.37,200.00%
Beverly Hills,Bungalow,324,153,1,3,1,0,2019,3272189.01,4.46,9816567.03,200.00%
Dalig,Duplex,243,266,1,3,1,0,2021,3719440.79,2.16,11158322.37,200.00%
Bagong Nayon,Bungalow,247,203,1,5,1,3,2019,3229575.68,5.2,9688727.04,200.00%
Beverly Hills,Bungalow,199,138,1,5,3,2,2021,6043706.96,5.35,18131120.88,200.00%
Bagong Nayon,Bungalow,359,168,1,3,1,2,2022,4444469.25,2.39,13333407.75,200.00%
Mambugan,Townhouse,226,182,2,3,4,3,2021,6706468.12,3.07,20119404.36,200.00%
Inarawan,Single-Family Home,201,225,3,5,4,3,2020,9522922.96,3.01,28568768.88,200.00%
Muntindilaw,Single-Family Home,332,171,1,5,2,3,2022,9163431.4,5.41,27490294.2,200.00%
San Juan,Townhouse,353,275,2,3,1,0,2022,3361922.38,3.42,10085767.14,200.00%
San Isidro (Poblacion),Single-Family Home,237,276,2,2,1,3,2020,5153293.74,5.21,15459881.22,200.00%
Mambugan,Duplex,325,106,3,3,3,1,2013,4502376.22,2.36,13507128.66,200.00%
Beverly Hills,Duplex,247,80,3,4,2,3,2016,2572371.25,5.18,7717113.75,200.00%
Dela Paz (Poblacion),Duplex,295,103,3,3,1,3,2021,4334865.07,3.82,13004595.21,200.00%
San Roque (Poblacion),Townhouse,311,152,3,3,2,3,2019,7738417.39,2.88,23215252.17,200.00%
Inarawan,Bungalow,230,135,1,6,2,2,2013,7087929.37,5.55,21263788.11,200.00%
Calawis,Duplex,231,230,3,5,2,1,2013,4707524.88,2.44,14122574.64,200.00%
San Luis,Bungalow,286,169,1,2,4,2,2016,6196017.66,5.32,18588052.98,200.00%
San Juan,Single-Family Home,223,262,1,2,1,2,2022,5969252.15,2.7,17907756.45,200.00%
Dalig,Single-Family Home,293,163,1,4,3,0,2013,4820758.16,5.14,14462274.48,200.00%
Dela Paz (Poblacion),Single-Family Home,313,145,1,4,2,3,2017,4422231.85,3.29,13266695.55,200.00%
San Luis,Duplex,318,165,3,5,4,3,2013,8026765.63,5.78,24080296.89,200.00%
Dalig,Duplex,182,192,3,4,4,1,2013,6581077.02,2.41,19743231.06,200.00%
San Juan,Townhouse,295,108,3,3,4,3,2014,7030569.77,2.7,21091709.31,200.00%
San Isidro (Poblacion),Townhouse,295,106,2,5,1,1,2015,3012209.97,2.37,9036629.91,200.00%
San Luis,Bungalow,160,259,1,4,4,0,2018,3248936.8,4.36,9746810.4,200.00%
Muntindilaw,Townhouse,387,204,2,5,1,1,2022,8652307.55,3.75,25956922.65,200.00%
Muntindilaw,Single-Family Home,288,82,1,5,1,0,2018,2186321,2.77,6558963,200.00%
Mayamot,Bungalow,305,267,1,4,4,0,2020,2206079.68,4.91,6618239.04,200.00%
Dalig,Bungalow,172,272,1,5,1,0,2022,2962643.67,5.55,8887931.01,200.00%
Cupang,Townhouse,224,227,1,3,3,2,2016,7780334.34,3.21,23341003.02,200.00%
Beverly Hills,Duplex,325,268,3,5,1,0,2021,5055745.56,4.89,15167236.68,200.00%
Santa Cruz,Bungalow,360,174,1,4,3,3,2014,8127836.19,5.99,24383508.57,200.00%
San Roque (Poblacion),Townhouse,347,142,2,5,3,3,2020,8806501.81,4.54,26419505.43,200.00%
Dalig,Single-Family Home,398,89,1,2,4,3,2013,8661094.78,4.38,25983284.34,200.00%
San Luis,Townhouse,341,174,2,5,4,3,2015,8341630.84,2.31,25024892.52,200.00%
Cupang,Bungalow,282,178,1,5,2,2,2016,2394085.82,2.12,7182257.46,200.00%
Dalig,Townhouse,219,148,1,4,1,3,2022,8056562.08,2.08,24169686.24,200.00%
Mambugan,Single-Family Home,227,132,1,5,1,3,2019,6045472.37,4.21,18136417.11,200.00%
San Juan,Bungalow,367,248,1,5,3,1,2014,8293722.81,3.89,24881168.43,200.00%
Cupang,Townhouse,298,204,1,5,4,2,2019,5063092.36,3.38,15189277.08,200.00%
Inarawan,Townhouse,272,129,2,6,3,0,2018,9524683.39,4.56,28574050.17,200.00%
Dalig,Single-Family Home,229,166,3,5,3,1,2020,4883590.29,3.95,14650770.87,200.00%
Mayamot,Duplex,229,167,1,6,4,3,2016,9162175.9,4.4,27486527.7,200.00%
Mambugan,Duplex,348,162,2,3,4,2,2015,4160896,3.48,12482688,200.00%
Bagong Nayon,Bungalow,360,91,1,2,2,1,2016,5671766.53,3.46,17015299.59,200.00%
Dela Paz (Poblacion),Bungalow,356,217,1,5,2,0,2022,9376106.92,4.17,28128320.76,200.00%
Mayamot,Single-Family Home,176,220,3,4,3,2,2014,2317283.03,2.9,6951849.09,200.00%
Dalig,Single-Family Home,369,92,1,4,3,0,2013,9157482.11,3.36,27472446.33,200.00%
Cupang,Duplex,273,108,1,3,4,3,2018,3591118.07,5.97,10773354.21,200.00%
San Roque (Poblacion),Duplex,161,246,2,4,3,2,2017,4731723.72,2.94,14195171.16,200.00%
Bagong Nayon,Single-Family Home,304,187,2,3,4,0,2014,4012191.9,3.7,12036575.7,200.00%
San Roque (Poblacion),Single-Family Home,230,137,1,4,3,3,2013,5781648.7,4.76,17344946.1,200.00%
Bagong Nayon,Duplex,302,136,3,5,1,3,2020,2098645.07,2.49,6295935.21,200.00%
San Jose (Poblacion),Single-Family Home,330,137,2,5,1,3,2022,4229469.3,2.07,12688407.9,200.00%
Santa Cruz,Duplex,254,254,3,6,2,1,2022,8255635.24,5.39,24766905.72,200.00%
Beverly Hills,Duplex,347,216,3,4,4,3,2014,3254387.29,2.74,9763161.87,200.00%
Inarawan,Single-Family Home,398,103,1,6,2,1,2021,8074856.26,2.59,24224568.78,200.00%
Mayamot,Single-Family Home,368,143,3,3,2,0,2017,9564309.65,2.05,28692928.95,200.00%
San Luis,Duplex,380,224,1,5,2,1,2022,9339190.92,4.76,28017572.76,200.00%
San Isidro (Poblacion),Bungalow,190,187,1,6,4,2,2016,9658828.51,4.7,28976485.53,200.00%
Dela Paz (Poblacion),Townhouse,164,108,1,3,4,3,2019,4359392.76,3.27,13078178.28,200.00%
San Roque (Poblacion),Townhouse,350,110,3,4,3,1,2013,9563966.43,3.1,28691899.29,200.00%
Mayamot,Single-Family Home,268,84,1,3,3,2,2016,3133200.24,5.3,9399600.72,200.00%
Calawis,Single-Family Home,252,271,3,3,1,2,2016,7994155.64,5.91,23982466.92,200.00%
Mambugan,Duplex,322,208,2,4,4,0,2015,4863103.93,2.31,14589311.79,200.00%
San Juan,Duplex,173,243,3,6,4,3,2022,6937044.75,2.48,20811134.25,200.00%
San Jose (Poblacion),Bungalow,178,248,1,3,1,2,2021,2894611.53,4.44,8683834.59,200.00%
Beverly Hills,Bungalow,385,243,1,6,3,2,2021,5541401.46,5.15,16624204.38,200.00%
Mambugan,Single-Family Home,242,225,1,3,4,0,2019,4792392.63,5.72,14377177.89,200.00%
Mambugan,Bungalow,315,161,1,4,4,3,2020,8461634.15,3.72,25384902.45,200.00%
San Isidro (Poblacion),Duplex,155,266,3,4,2,0,2015,5883116.15,3.6,17649348.45,200.00%
San Luis,Townhouse,232,104,1,2,2,3,2020,3721652.55,3.31,11164957.65,200.00%
San Juan,Duplex,268,169,3,2,2,0,2022,5687800.26,5.86,17063400.78,200.00%
Mayamot,Single-Family Home,218,202,1,3,3,1,2018,6732931.05,3.54,20198793.15,200.00%
Bagong Nayon,Bungalow,331,81,1,2,3,0,2022,8038724.09,2.16,24116172.27,200.00%
San Jose (Poblacion),Single-Family Home,174,170,1,2,3,1,2022,7978213.49,3.43,23934640.47,200.00%
Calawis,Townhouse,313,225,2,4,2,3,2019,2460932.14,5.56,7382796.42,200.00%
San Luis,Bungalow,293,111,1,4,3,3,2019,4864706.75,4.86,14594120.25,200.00%
Muntindilaw,Duplex,194,263,2,6,3,2,2013,3279212.08,5.95,9837636.24,200.00%
Cupang,Duplex,180,147,1,2,1,2,2018,7448576.31,4.79,22345728.93,200.00%
Muntindilaw,Townhouse,257,194,3,2,4,0,2018,7991396.16,3.05,23974188.48,200.00%
Inarawan,Duplex,364,251,1,6,1,3,2019,9089749.17,5.97,27269247.51,200.00%
Muntindilaw,Townhouse,274,84,1,5,1,1,2021,4595960.77,5.85,13787882.31,200.00%
Dela Paz (Poblacion),Single-Family Home,292,118,2,3,1,3,2013,8115588.24,5.47,24346764.72,200.00%
Dalig,Single-Family Home,396,236,2,5,4,1,2018,8547940.34,2.12,25643821.02,200.00%
San Isidro (Poblacion),Bungalow,226,188,1,6,3,1,2021,4667648.43,2.27,14002945.29,200.00%
San Roque (Poblacion),Bungalow,399,146,1,2,1,3,2014,8971618.95,4.36,26914856.85,200.00%
Inarawan,Townhouse,328,183,2,4,2,3,2015,6782202.5,4.52,20346607.5,200.00%
San Juan,Bungalow,261,213,1,2,3,2,2015,5496428.97,2.06,16489286.91,200.00%
San Roque (Poblacion),Bungalow,210,251,1,5,1,1,2021,5587916.62,3.27,16763749.86,200.00%
Inarawan,Townhouse,287,134,3,2,3,0,2021,7185304.37,5.92,21555913.11,200.00%
San Luis,Single-Family Home,216,239,3,5,4,1,2020,8382482.48,5.25,25147447.44,200.00%
Bagong Nayon,Townhouse,201,243,2,3,4,3,2018,6297396.3,4.94,18892188.9,200.00%
Calawis,Duplex,329,159,2,2,1,2,2018,9489796.32,4.47,28469388.96,200.00%
San Luis,Bungalow,385,207,1,2,4,3,2015,6806691.8,2.2,20420075.4,200.00%
Mayamot,Duplex,272,215,1,4,1,0,2018,6842716.23,2.18,20528148.69,200.00%
